idx;id;sci_name;com_name;class;order
0;5;Abroscopus albogularis;Rufous-faced Warbler;Aves;Passeriformes
1;6;Abroscopus schisticeps;Black-faced Warbler;Aves;Passeriformes
2;7;Abroscopus superciliaris;Yellow-bellied Warbler;Aves;Passeriformes
3;12;Acanthagenys rufogularis;Spiny-cheeked Honeyeater;Aves;Passeriformes
4;16;Acanthis flammea;Redpoll;Aves;Passeriformes
5;19;Acanthisitta chloris;Rifleman;Aves;Passeriformes
6;20;Acanthiza apicalis;Inland Thornbill;Aves;Passeriformes
7;21;Acanthiza chrysorrhoa;Yellow-rumped Thornbill;Aves;Passeriformes
8;27;Acanthiza lineata;Striated Thornbill;Aves;Passeriformes
9;29;Acanthiza nana;Yellow Thornbill;Aves;Passeriformes
10;30;Acanthiza pusilla;Brown Thornbill;Aves;Passeriformes
11;31;Acanthiza reguloides;Buff-rumped Thornbill;Aves;Passeriformes
12;32;Acanthiza robustirostris;Slaty-backed Thornbill;Aves;Passeriformes
13;33;Acanthiza uropygialis;Chestnut-rumped Thornbill;Aves;Passeriformes
14;41;Acanthorhynchus tenuirostris;Eastern Spinebill;Aves;Passeriformes
15;45;Acanthoventris drewseni;Acanthoventris drewseni;Insecta;Hemiptera
16;49;Astur atricapillus;American Goshawk;Aves;Falconiformes
17;50;Astur gentilis;Eurasian Goshawk;Aves;Accipitriformes
18;51;Tachyspiza badia;Shikra;Aves;Accipitriformes
19;52;Astur bicolor;Bicolored Hawk;Aves;Accipitriformes
20;53;Tachyspiza brevipes;Levant Sparrowhawk;Aves;Accipitriformes
21;57;Tachyspiza cirrocephala;Collared Sparrowhawk;Aves;Accipitriformes
22;60;Astur cooperii;Cooper's Hawk;Aves;Accipitriformes
23;64;Tachyspiza fasciata;Brown Goshawk;Aves;Accipitriformes
24;67;Tachyspiza gularis;Japanese Sparrowhawk;Aves;Accipitriformes
25;72;Tachyspiza hiogaster;Variable Goshawk;Aves;Accipitriformes
26;75;Astur melanoleucus;Black Sparrowhawk;Aves;Accipitriformes
27;77;Tachyspiza minulla;Little Sparrowhawk;Aves;Accipitriformes
28;79;Accipiter nisus;Eurasian Sparrowhawk;Aves;Accipitriformes
29;81;Accipiter ovampensis;Ovambo Sparrowhawk;Aves;Accipitriformes
30;86;Accipiter rufiventris;Rufous-breasted Sparrowhawk;Aves;Accipitriformes
31;87;Tachyspiza soloensis;Chinese Sparrowhawk;Aves;Accipitriformes
32;88;Accipiter striatus;Sharp-shinned Hawk;Aves;Accipitriformes
33;91;Aerospiza tachiro;African Goshawk;Aves;Accipitriformes
34;94;Lophospiza trivirgata;Crested Goshawk;Aves;Accipitriformes
35;96;Tachyspiza virgata;Besra;Aves;Accipitriformes
36;110;Acheta domesticus;House cricket;Insecta;Orthoptera
37;119;Acridotheres burmannicus;Burmese Myna;Aves;Passeriformes
38;120;Acridotheres cristatellus;Crested Myna;Aves;Passeriformes
39;121;Acridotheres fuscus;Jungle Myna;Aves;Passeriformes
40;122;Acridotheres ginginianus;Bank Myna;Aves;Passeriformes
41;123;Acridotheres grandis;Great Myna;Aves;Passeriformes
42;124;Acridotheres javanicus;Javan Myna;Aves;Passeriformes
43;125;Acridotheres leucocephalus;Vinous-breasted Myna;Aves;Passeriformes
44;127;Acridotheres tristis;Common Myna;Aves;Passeriformes
45;129;Acris blanchardi;Acris blanchardi;Amphibia;Anura
46;130;Acris crepitans;Northern Cricket Frog;Amphibia;Anura
47;138;Acrocephalus agricola;Paddyfield Warbler;Aves;Passeriformes
48;139;Acrocephalus arundinaceus;Great Reed Warbler;Aves;Passeriformes
49;141;Acrocephalus australis;Australian Reed Warbler;Aves;Passeriformes
50;143;Acrocephalus bistrigiceps;Black-browed Reed Warbler;Aves;Passeriformes
51;144;Acrocephalus brevipennis;Cape Verde Warbler;Aves;Passeriformes
52;146;Acrocephalus concinens;Blunt-winged Warbler;Aves;Passeriformes
53;147;Acrocephalus dumetorum;Blyth's Reed Warbler;Aves;Passeriformes
54;149;Acrocephalus gracilirostris;Lesser Swamp Warbler;Aves;Passeriformes
55;150;Acrocephalus griseldis;Basra Reed Warbler;Aves;Passeriformes
56;153;Acrocephalus melanopogon;Moustached Warbler;Aves;Passeriformes
57;156;Acrocephalus orientalis;Oriental Reed Warbler;Aves;Passeriformes
58;157;Acrocephalus orinus;Large-billed Reed Warbler;Aves;Passeriformes
59;158;Acrocephalus paludicola;Aquatic Warbler;Aves;Passeriformes
60;159;Acrocephalus palustris;Marsh Warbler;Aves;Passeriformes
61;164;Acrocephalus rufescens;Greater Swamp Warbler;Aves;Passeriformes
62;165;Acrocephalus schoenobaenus;Sedge Warbler;Aves;Passeriformes
63;166;Acrocephalus scirpaceus;Common Reed Warbler;Aves;Passeriformes
64;168;Acrocephalus stentoreus;Clamorous Reed Warbler;Aves;Passeriformes
65;171;Acrocephalus tangorum;Manchurian Reed Warbler;Aves;Passeriformes
66;183;Acryllium vulturinum;Vulturine Guineafowl;Aves;Galliformes
67;190;Actinodura cyanouroptera;Blue-winged Minla;Aves;Passeriformes
68;192;Actinodura egertoni;Rusty-fronted Barwing;Aves;Passeriformes
69;194;Actinodura nipalensis;Hoary-throated Barwing;Aves;Passeriformes
70;198;Actinodura strigula;Bar-throated Minla;Aves;Passeriformes
71;201;Actitis hypoleucos;Common Sandpiper;Aves;Charadriiformes
72;202;Actitis macularius;Spotted Sandpiper;Aves;Charadriiformes
73;203;Actophilornis africanus;African Jacana;Aves;Charadriiformes
74;215;Adenomera andreae;Adenomera andreae;Amphibia;Anura
75;220;Adenomera hylaedactyla;Adenomera hylaedactyla;Amphibia;Anura
76;227;Aechmophorus clarkii;Clark's Grebe;Aves;Podicipediformes
77;228;Aechmophorus occidentalis;Western Grebe;Aves;Podicipediformes
78;231;Aegithalos caudatus;Long-tailed Tit;Aves;Passeriformes
79;232;Aegithalos concinnus;Black-throated Bushtit;Aves;Passeriformes
80;235;Aegithalos glaucogularis;Silver-throated Bushtit;Aves;Passeriformes
81;236;Aegithalos iouschistos;Rufous-fronted Bushtit;Aves;Passeriformes
82;238;Aegithalos niveogularis;White-throated Bushtit;Aves;Passeriformes
83;240;Aegithina lafresnayei;Great Iora;Aves;Passeriformes
84;241;Aegithina nigrolutea;Marshall's Iora;Aves;Passeriformes
85;242;Aegithina tiphia;Common Iora;Aves;Passeriformes
86;243;Aegithina viridissima;Green Iora;Aves;Passeriformes
87;244;Aegolius acadicus;Northern Saw-whet Owl;Aves;Strigiformes
88;245;Aegolius funereus;Boreal Owl;Aves;Strigiformes
89;251;Aegotheles cristatus;Australian Owlet-nightjar;Aves;Apodiformes
90;255;Aegypius monachus;Cinereous Vulture;Aves;Accipitriformes
91;256;Aenigmatolimnas marginalis;Striped Crake;Aves;Gruiformes
92;263;Aepyceros melampus;Impala;Mammalia;Artiodactyla
93;267;Aerodramus brevirostris;Himalayan Swiftlet;Aves;Apodiformes
94;271;Aerodramus fuciphagus;Edible-nest Swiftlet;Aves;Apodiformes
95;287;Aerodramus vanikorensis;Uniform Swiftlet;Aves;Apodiformes
96;288;Aeronautes andecolus;Andean Swift;Aves;Apodiformes
97;290;Aeronautes saxatalis;White-throated Swift;Aves;Apodiformes
98;297;Aethia cristatella;Crested Auklet;Aves;Charadriiformes
99;298;Aethia psittacula;Parakeet Auklet;Aves;Charadriiformes
100;299;Aethia pusilla;Least Auklet;Aves;Charadriiformes
101;300;Aethia pygmaea;Whiskered Auklet;Aves;Charadriiformes
102;310;Aethopyga christinae;Fork-tailed Sunbird;Aves;Passeriformes
103;315;Aethopyga gouldiae;Mrs. Gould's Sunbird;Aves;Passeriformes
104;317;Aethopyga ignicauda;Fire-tailed Sunbird;Aves;Passeriformes
105;322;Aethopyga nipalensis;Green-tailed Sunbird;Aves;Passeriformes
106;325;Aethopyga saturata;Black-throated Sunbird;Aves;Passeriformes
107;327;Aethopyga siparaja;Crimson Sunbird;Aves;Passeriformes
108;335;Afrixalus delicatus;Afrixalus delicatus;Amphibia;Anura
109;337;Afrixalus fornasini;Afrixalus fornasini;Amphibia;Anura
110;352;Afrotis afraoides;Northern Black Korhaan;Aves;Otidiformes
111;355;Agalychnis callidryas;Red-eyed Treefrog;Amphibia;Anura
112;356;Agalychnis dacnicolor;Agalychnis dacnicolor;Amphibia;Anura
113;363;Agamia agami;Agami Heron;Aves;Pelecaniformes
114;367;Agapornis canus;Grey-headed Lovebird;Aves;Psittaciformes
115;368;Agapornis fischeri;Fischer's Lovebird;Aves;Psittaciformes
116;370;Agapornis nigrigenis;Black-cheeked Lovebird;Aves;Psittaciformes
117;371;Agapornis personatus;Yellow-collared Lovebird;Aves;Psittaciformes
118;372;Agapornis pullarius;Red-headed Lovebird;Aves;Psittaciformes
119;373;Agapornis roseicollis;Rosy-faced Lovebird;Aves;Psittaciformes
120;375;Agapornis taranta;Black-winged Lovebird;Aves;Psittaciformes
121;376;Agelaioides badius;Greyish Baywing;Aves;Passeriformes
122;381;Agelaius phoeniceus;Red-winged Blackbird;Aves;Passeriformes
123;382;Agelaius tricolor;Tricolored Blackbird;Aves;Passeriformes
124;386;Agelasticus cyanopus;Unicolored Blackbird;Aves;Passeriformes
125;387;Agelasticus thilius;Yellow-winged Blackbird;Aves;Passeriformes
126;407;Agricola pallidus;Pale Flycatcher;Aves;Passeriformes
127;411;Agriornis micropterus;Grey-bellied Shrike-Tyrant;Aves;Passeriformes
128;412;Agriornis montanus;Black-billed Shrike-Tyrant;Aves;Passeriformes
129;415;Agropsar philippensis;Chestnut-cheeked Starling;Aves;Passeriformes
130;416;Agropsar sturninus;Daurian Starling;Aves;Passeriformes
131;433;Aimophila rufescens;Rusty Sparrow;Aves;Passeriformes
132;434;Aimophila ruficeps;Rufous-crowned Sparrow;Aves;Passeriformes
133;436;Aix galericulata;Mandarin Duck;Aves;Anseriformes
134;437;Aix sponsa;Wood Duck;Aves;Anseriformes
135;441;Akletos melanoceps;White-shouldered Antbird;Aves;Passeriformes
136;442;Alaemon alaudipes;Greater Hoopoe-Lark;Aves;Passeriformes
137;444;Alauda arvensis;Eurasian Skylark;Aves;Passeriformes
138;445;Alauda gulgula;Oriental Skylark;Aves;Passeriformes
139;446;Alauda leucoptera;White-winged Lark;Aves;Passeriformes
140;449;Alaudala cheleensis;Asian Short-toed Lark;Aves;Passeriformes
141;450;Alaudala heinei;Turkestan Short-toed Lark;Aves;Passeriformes
142;451;Alaudala rufescens;Mediterranean Short-toed Lark;Aves;Passeriformes
143;453;Alaudala raytal;Sand Lark;Aves;Passeriformes
144;454;Alaudala somalica;Somali Short-toed Lark;Aves;Passeriformes
145;459;Alca torda;Razorbill;Aves;Charadriiformes
146;460;Alcedo atthis;Common Kingfisher;Aves;Coraciiformes
147;461;Alcedo coerulescens;Cerulean Kingfisher;Aves;Coraciiformes
148;465;Alcedo meninting;Blue-eared Kingfisher;Aves;Coraciiformes
149;466;Alcedo quadribrachys;Shining-blue Kingfisher;Aves;Coraciiformes
150;467;Alcedo semitorquata;Half-collared Kingfisher;Aves;Coraciiformes
151;468;Alces alces;Alces alces;Mammalia;Artiodactyla
152;470;Schoeniparus brunneus;Dusky Fulvetta;Aves;Passeriformes
153;472;Schoeniparus castaneceps;Rufous-winged Fulvetta;Aves;Passeriformes
154;474;Alcippe davidi;David's Fulvetta;Aves;Passeriformes
155;475;Schoeniparus dubius;Rusty-capped Fulvetta;Aves;Passeriformes
156;476;Alcippe fratercula;Yunnan Fulvetta;Aves;Passeriformes
157;478;Alcippe hueti;Huet's Fulvetta;Aves;Passeriformes
158;480;Alcippe morrisonia;Grey-cheeked Fulvetta;Aves;Passeriformes
159;481;Alcippe nipalensis;Nepal Fulvetta;Aves;Passeriformes
160;483;Alcippe poioicephala;Brown-cheeked Fulvetta;Aves;Passeriformes
161;487;Alcurus striatus;Striated Bulbul;Aves;Passeriformes
162;493;Alectoris barbara;Barbary Partridge;Aves;Galliformes
163;494;Alectoris chukar;Chukar Partridge;Aves;Galliformes
164;495;Alectoris graeca;Rock Partridge;Aves;Galliformes
165;496;Alectoris magna;Przevalski's Partridge;Aves;Galliformes
166;497;Alectoris melanocephala;Arabian Partridge;Aves;Galliformes
167;498;Alectoris philbyi;Philby's Partridge;Aves;Galliformes
168;499;Alectoris rufa;Red-legged Partridge;Aves;Galliformes
169;503;Alectrurus risora;Strange-tailed Tyrant;Aves;Passeriformes
170;504;Alectrurus tricolor;Cock-tailed Tyrant;Aves;Passeriformes
171;507;Alethe castanea;Fire-crested Alethe;Aves;Passeriformes
172;510;Alipiopsitta xanthops;Yellow-faced Parrot;Aves;Psittaciformes
173;513;Alisterus scapularis;Australian King Parrot;Aves;Psittaciformes
174;514;Alle alle;Little Auk;Aves;Charadriiformes
175;523;Allobates femoralis;Allobates femoralis;Amphibia;Anura
176;532;Allobates talamancae;Allobates talamancae;Amphibia;Anura
177;557;Alophoixus flaveolus;White-throated Bulbul;Aves;Passeriformes
178;561;Alophoixus pallidus;Puff-throated Bulbul;Aves;Passeriformes
179;563;Alopochelidon fucata;Tawny-headed Swallow;Aves;Passeriformes
180;564;Alopochen aegyptiaca;Egyptian Goose;Aves;Anseriformes
181;565;Alouatta belzebul;red-handed howler monkey;Mammalia;Primates
182;566;Alouatta caraya;black howler monkey;Mammalia;Primates
183;568;Alouatta guariba;brown howler monkey;Mammalia;Primates
184;569;Alouatta macconnelli;Guyanan red howler;Mammalia;Primates
185;570;Alouatta palliata;mantled howler monkey;Mammalia;Primates
186;573;Alouatta seniculus;red howler monkey;Mammalia;Primates
187;581;Alytes cisternasii;Alytes cisternasii;Amphibia;Anura
188;584;Alytes obstetricans;Alytes obstetricans;Amphibia;Anura
189;585;Amadina erythrocephala;Red-headed Finch;Aves;Passeriformes
190;586;Amadina fasciata;Cut-throat Finch;Aves;Passeriformes
191;589;Amandava amandava;Red Avadavat;Aves;Passeriformes
192;591;Amandava subflava;Orange-breasted Waxbill;Aves;Passeriformes
193;594;Zapornia akool;Brown Crake;Aves;Gruiformes
194;595;Zapornia flavirostra;Black Crake;Aves;Gruiformes
195;602;Amaurornis phoenicurus;White-breasted Waterhen;Aves;Gruiformes
196;611;Amazilia rutila;Cinnamon Hummingbird;Aves;Apodiformes
197;612;Amazilia tzacatl;Rufous-tailed Hummingbird;Aves;Apodiformes
198;613;Amazilia yucatanensis;Buff-bellied Hummingbird;Aves;Apodiformes
199;614;Amazona aestiva;Turquoise-fronted Amazon;Aves;Psittaciformes
200;616;Amazona albifrons;White-fronted Amazon;Aves;Psittaciformes
201;617;Amazona amazonica;Orange-winged Amazon;Aves;Psittaciformes
202;620;Amazona autumnalis;Red-lored Amazon;Aves;Psittaciformes
203;622;Amazona barbadensis;Yellow-shouldered Amazon;Aves;Psittaciformes
204;626;Amazona farinosa;Mealy Amazon;Aves;Psittaciformes
205;629;Amazona finschi;Lilac-crowned Amazon;Aves;Psittaciformes
206;633;Amazona leucocephala;Cuban Amazon;Aves;Psittaciformes
207;635;Amazona ochrocephala;Yellow-crowned Amazon;Aves;Psittaciformes
208;636;Amazona oratrix;Yellow-headed Amazon;Aves;Psittaciformes
209;644;Amazona viridigenalis;Red-crowned Amazon;Aves;Psittaciformes
210;647;Amazonetta brasiliensis;Brazilian Teal;Aves;Anseriformes
211;652;Amblycercus holosericeus;Yellow-billed Cacique;Aves;Passeriformes
212;674;Amblyospiza albifrons;Thick-billed Weaver;Aves;Passeriformes
213;675;Amblyramphus holosericeus;Scarlet-headed Blackbird;Aves;Passeriformes
214;691;Ameerega trivittata;Ameerega trivittata;Amphibia;Anura
215;698;Amietia delalandii;Amietia delalandii;Amphibia;Anura
216;699;Amietia fuscigula;Amietia fuscigula;Amphibia;Anura
217;700;Amietia poyntoni;Amietia poyntoni;Amphibia;Anura
218;705;Ammodramus aurifrons;Yellow-browed Sparrow;Aves;Passeriformes
219;706;Ammodramus humeralis;Grassland Sparrow;Aves;Passeriformes
220;707;Ammodramus savannarum;Grasshopper Sparrow;Aves;Passeriformes
221;708;Ammomanes cinctura;Bar-tailed Lark;Aves;Passeriformes
222;709;Ammomanes deserti;Desert Lark;Aves;Passeriformes
223;710;Ammomanes phoenicura;Rufous-tailed Lark;Aves;Passeriformes
224;711;Ammomanopsis grayi;Gray's Lark;Aves;Passeriformes
225;713;Ammoperdix griseogularis;See-see Partridge;Aves;Galliformes
226;714;Ammoperdix heyi;Sand Partridge;Aves;Galliformes
227;716;Ammospermophilus harrisii;Ammospermophilus harrisii;Mammalia;Rodentia
228;719;Ammospiza caudacuta;Saltmarsh Sparrow;Aves;Passeriformes
229;720;Ammospiza leconteii;LeConte's Sparrow;Aves;Passeriformes
230;721;Ammospiza maritima;Seaside Sparrow;Aves;Passeriformes
231;722;Ammospiza nelsoni;Nelson's Sparrow;Aves;Passeriformes
232;743;Amphispiza bilineata;Black-throated Sparrow;Aves;Passeriformes
233;744;Amphispizopsis quinquestriata;Five-striped Sparrow;Aves;Passeriformes
234;754;Amytornis modestus;Thick-billed Grasswren;Aves;Passeriformes
235;756;Amytornis oweni;Sandhill Grasswren;Aves;Passeriformes
236;757;Amytornis purnelli;Dusky Grasswren;Aves;Passeriformes
237;763;Anabacerthia lichtensteini;Ochre-breasted Foliage-gleaner;Aves;Passeriformes
238;767;Anarhynchus montanus;Mountain Plover;Insecta;Diptera
239;768;Anarhynchus pallidus;Chestnut-banded Plover;Insecta;Diptera
240;772;Anabathmis reichenbachii;Reichenbach's Sunbird;Aves;Passeriformes
241;776;Anabrus simplex;Anabrus simplex;Insecta;Orthoptera
242;787;Anairetes flavirostris;Yellow-billed Tit-Tyrant;Aves;Passeriformes
243;789;Anairetes parulus;Tufted Tit-Tyrant;Aves;Passeriformes
244;791;Anaplectes rubriceps;Red-headed Weaver;Aves;Passeriformes
245;793;Anarhynchus alexandrinus;Kentish Plover;Aves;Charadriiformes
246;798;Anarhynchus atrifrons;Tibetan Sand Plover;Aves;Charadriiformes
247;799;Anarhynchus bicinctus;Double-banded Plover;Aves;Charadriiformes
248;800;Anarhynchus collaris;Collared Plover;Aves;Charadriiformes
249;802;Anarhynchus falklandicus;Two-banded Plover;Aves;Charadriiformes
250;803;Anarhynchus frontalis;Wrybill;Aves;Charadriiformes
251;805;Anarhynchus leschenaultii;Greater Sand Plover;Aves;Charadriiformes
252;807;Anarhynchus marginatus;White-fronted Plover;Aves;Charadriiformes
253;808;Anarhynchus mongolus;Siberian Sand Plover;Aves;Charadriiformes
254;809;Anarhynchus nivosus;Snowy Plover;Aves;Charadriiformes
255;810;Anarhynchus obscurus;New Zealand Plover;Aves;Charadriiformes
256;811;Anarhynchus pecuarius;Kittlitz's Plover;Aves;Charadriiformes
257;812;Anarhynchus peronii;Malaysian Plover;Aves;Charadriiformes
258;813;Anarhynchus ruficapillus;Red-capped Plover;Aves;Charadriiformes
259;815;Anarhynchus wilsonia;Wilson's Plover;Aves;Charadriiformes
260;816;Anas acuta;Northern Pintail;Aves;Anseriformes
261;819;Anas bahamensis;White-cheeked Pintail;Aves;Anseriformes
262;821;Anas capensis;Cape Teal;Aves;Anseriformes
263;823;Anas castanea;Chestnut Teal;Aves;Anseriformes
264;825;Spatula clypeata;Northern Shoveler;Aves;Anseriformes
265;827;Anas crecca;Eurasian Teal;Aves;Anseriformes
266;828;Spatula cyanoptera;Cinnamon Teal;Aves;Anseriformes
267;830;Anas diazi;Mexican Duck;Aves;Anseriformes
268;832;Anas erythrorhyncha;Red-billed Teal;Aves;Anseriformes
269;833;Mareca falcata;Falcated Duck;Aves;Anseriformes
270;835;Anas flavirostris;Yellow-billed Teal;Aves;Anseriformes
271;836;Sibirionetta formosa;Baikal Teal;Aves;Anseriformes
272;838;Anas fulvigula;Mottled Duck;Aves;Anseriformes
273;839;Anas georgica;Yellow-billed Pintail;Aves;Anseriformes
274;840;Anas gibberifrons;Sunda Teal;Aves;Anseriformes
275;841;Anas gracilis;Grey Teal;Aves;Anseriformes
276;844;Anas laysanensis;Laysan Duck;Aves;Anseriformes
277;845;Anas luzonica;Philippine Duck;Aves;Anseriformes
278;848;Mareca penelope;Eurasian Wigeon;Aves;Anseriformes
279;850;Spatula platalea;Red Shoveler;Aves;Anseriformes
280;852;Anas platyrhynchos;Mallard;Aves;Anseriformes
281;853;Anas poecilorhyncha;Indian Spot-billed Duck;Aves;Anseriformes
282;854;Spatula querquedula;Garganey;Aves;Anseriformes
283;856;Anas rubripes;American Black Duck;Aves;Anseriformes
284;857;Mareca sibilatrix;Chiloe Wigeon;Aves;Anseriformes
285;859;Spatula smithii;Cape Shoveler;Aves;Anseriformes
286;861;Anas sparsa;African Black Duck;Aves;Anseriformes
287;862;Mareca strepera;Gadwall;Aves;Anseriformes
288;864;Anas superciliosa;Pacific Black Duck;Aves;Anseriformes
289;865;Anas undulata;Yellow-billed Duck;Aves;Anseriformes
290;867;Anas zonorhyncha;Eastern Spot-billed Duck;Aves;Anseriformes
291;869;Anastomus lamelligerus;African Openbill;Aves;Ciconiiformes
292;870;Anastomus oscitans;Asian Openbill;Aves;Ciconiiformes
293;874;Anaxipha exigua;Say's Trig;Insecta;Orthoptera
294;889;Anaxyrus americanus;American Toad;Amphibia;Anura
295;890;Anaxyrus boreas;Anaxyrus boreas;Amphibia;Anura
296;893;Anaxyrus cognatus;Great Plains Toad;Amphibia;Anura
297;897;Anaxyrus fowleri;Fowler's Toad;Amphibia;Anura
298;898;Anaxyrus hemiophrys;Canadian Toad;Amphibia;Anura
299;905;Anaxyrus punctatus;Red-spotted Toad;Amphibia;Anura
300;908;Anaxyrus speciosus;Texas Toad;Amphibia;Anura
301;909;Anaxyrus terrestris;Southern Toad;Amphibia;Anura
302;911;Anaxyrus woodhousii;Woodhouse's Toad;Amphibia;Anura
303;913;Ancistrops strigilatus;Chestnut-winged Hookbill;Aves;Passeriformes
304;922;Andinobates opisthomelas;Andinobates opisthomelas;Amphibia;Anura
305;926;Andropadus importunus;Sombre Greenbul;Aves;Passeriformes
306;944;Anhima cornuta;Horned Screamer;Aves;Anseriformes
307;945;Anhinga anhinga;Anhinga;Aves;Suliformes
308;946;Anhinga melanogaster;Oriental Darter;Aves;Suliformes
309;947;Anhinga novaehollandiae;Australasian Darter;Aves;Suliformes
310;948;Anhinga rufa;African Darter;Aves;Suliformes
311;959;Anodorhynchus hyacinthinus;Hyacinth Macaw;Aves;Psittaciformes
312;985;Anous minutus;Black Noddy;Aves;Charadriiformes
313;986;Anous stolidus;Brown Noddy;Aves;Charadriiformes
314;987;Anous tenuirostris;Lesser Noddy;Aves;Charadriiformes
315;988;Anser albifrons;Greater White-fronted Goose;Aves;Anseriformes
316;989;Anser anser;Greylag Goose;Aves;Anseriformes
317;991;Anser brachyrhynchus;Pink-footed Goose;Aves;Anseriformes
318;992;Anser caerulescens;Snow Goose;Aves;Anseriformes
319;994;Anser canagicus;Emperor Goose;Aves;Anseriformes
320;996;Anser cygnoides;Swan Goose;Aves;Anseriformes
321;998;Anser erythropus;Lesser White-fronted Goose;Aves;Anseriformes
322;999;Anser fabalis;Taiga Bean Goose;Aves;Anseriformes
323;1000;Anser indicus;Bar-headed Goose;Aves;Anseriformes
324;1001;Anser rossii;Ross's Goose;Aves;Anseriformes
325;1003;Anser serrirostris;Tundra Bean Goose;Aves;Anseriformes
326;1004;Anseranas semipalmata;Magpie Goose;Aves;Anseriformes
327;1026;Anthobaphes violacea;Orange-breasted Sunbird;Aves;Passeriformes
328;1029;Anthochaera carunculata;Red Wattlebird;Aves;Passeriformes
329;1040;Anthoscopus caroli;Grey Penduline Tit;Aves;Passeriformes
330;1042;Anthoscopus minutus;Cape Penduline Tit;Aves;Passeriformes
331;1043;Anthoscopus musculus;Mouse-colored Penduline Tit;Aves;Passeriformes
332;1044;Anthoscopus parvulus;Yellow Penduline Tit;Aves;Passeriformes
333;1045;Anthoscopus punctifrons;Sennar Penduline Tit;Aves;Passeriformes
334;1046;Anthracoceros albirostris;Oriental Pied Hornbill;Aves;Bucerotiformes
335;1048;Anthracoceros malayanus;Black Hornbill;Aves;Bucerotiformes
336;1054;Anthracothorax nigricollis;Black-throated Mango;Aves;Apodiformes
337;1055;Anthracothorax prevostii;Green-breasted Mango;Aves;Apodiformes
338;1062;Anthreptes gabonicus;Mangrove Sunbird;Aves;Passeriformes
339;1064;Anthreptes longuemarei;Western Violet-backed Sunbird;Aves;Passeriformes
340;1065;Anthreptes malacensis;Brown-throated Sunbird;Aves;Passeriformes
341;1067;Anthreptes orientalis;Eastern Violet-backed Sunbird;Aves;Passeriformes
342;1069;Anthreptes tephrolaemus;Grey-chinned Sunbird;Aves;Passeriformes
343;1073;Anthreptes seimundi;Little Green Sunbird;Aves;Passeriformes
344;1082;Anthus australis;Australian Pipit;Aves;Passeriformes
345;1083;Anthus berthelotii;Berthelot's Pipit;Aves;Passeriformes
346;1088;Anthus campestris;Tawny Pipit;Aves;Passeriformes
347;1089;Anthus cervinus;Red-throated Pipit;Aves;Passeriformes
348;1091;Anthus chii;Yellowish Pipit;Aves;Passeriformes
349;1094;Anthus cinnamomeus;African Pipit;Aves;Passeriformes
350;1095;Anthus correndera;Correndera Pipit;Aves;Passeriformes
351;1097;Anthus furcatus;Short-billed Pipit;Aves;Passeriformes
352;1098;Anthus godlewskii;Blyth's Pipit;Aves;Passeriformes
353;1099;Anthus gustavi;Pechora Pipit;Aves;Passeriformes
354;1101;Anthus hellmayri;Hellmayr's Pipit;Aves;Passeriformes
355;1102;Anthus hodgsoni;Olive-backed Pipit;Aves;Passeriformes
356;1104;Anthus japonicus;Siberian Pipit;Aves;Passeriformes
357;1105;Anthus leucophrys;Plain-backed Pipit;Aves;Passeriformes
358;1109;Anthus nattereri;Ochre-breasted Pipit;Aves;Passeriformes
359;1110;Anthus nicholsoni;Nicholson's Pipit;Aves;Passeriformes
360;1112;Anthus novaeseelandiae;New Zealand Pipit;Aves;Passeriformes
361;1113;Anthus nyassae;Wood Pipit;Aves;Passeriformes
362;1114;Anthus pallidiventris;Long-legged Pipit;Aves;Passeriformes
363;1116;Anthus petrosus;European Rock Pipit;Aves;Passeriformes
364;1117;Anthus pratensis;Meadow Pipit;Aves;Passeriformes
365;1118;Anthus richardi;Richard's Pipit;Aves;Passeriformes
366;1119;Anthus roseatus;Rosy Pipit;Aves;Passeriformes
367;1120;Anthus rubescens;American Pipit;Aves;Passeriformes
368;1121;Anthus rufulus;Paddyfield Pipit;Aves;Passeriformes
369;1122;Anthus similis;Long-billed Pipit;Aves;Passeriformes
370;1124;Anthus spinoletta;Water Pipit;Aves;Passeriformes
371;1125;Anthus spragueii;Sprague's Pipit;Aves;Passeriformes
372;1126;Anthus sylvanus;Upland Pipit;Aves;Passeriformes
373;1127;Anthus trivialis;Tree Pipit;Aves;Passeriformes
374;1128;Anthus vaalensis;Buffy Pipit;Aves;Passeriformes
375;1130;Antigone antigone;Sarus Crane;Aves;Gruiformes
376;1132;Antigone canadensis;Sandhill Crane;Aves;Gruiformes
377;1134;Antigone rubicunda;Brolga;Aves;Gruiformes
378;1136;Antigone vipio;White-naped Crane;Aves;Gruiformes
379;1142;Chiroxiphia galeata;Helmeted Manakin;Aves;Passeriformes
380;1144;Antiurus maculicaudus;Spot-tailed Nightjar;Aves;
381;1145;Antrostomus arizonae;Mexican Whip-poor-will;Aves;Caprimulgiformes
382;1147;Antrostomus carolinensis;Chuck-will's-widow;Aves;Caprimulgiformes
383;1151;Antrostomus ridgwayi;Buff-collared Nightjar;Aves;Caprimulgiformes
384;1152;Antrostomus rufus;Rufous Nightjar;Aves;Caprimulgiformes
385;1156;Antrostomus vociferus;Eastern Whip-poor-will;Aves;Caprimulgiformes
386;1159;Anumbius annumbi;Firewood-gatherer;Aves;Passeriformes
387;1173;Rufirallus viridis;Russet-crowned Crake;Aves;Gruiformes
