idx;id;sci_name;com_name;class;order
4952;8662;Lanius excubitor;Great Grey Shrike;Aves;Passeriformes
4953;8663;Lanius excubitoroides;Grey-backed Fiscal;Aves;Passeriformes
4954;8666;Lanius humeralis;Northern Fiscal;Aves;Passeriformes
4955;8667;Lanius isabellinus;Isabelline Shrike;Aves;Passeriformes
4956;8668;Lanius ludovicianus;Loggerhead Shrike;Aves;Passeriformes
4957;8669;Lanius mackinnoni;Mackinnon's Shrike;Aves;Passeriformes
4958;8670;Urolestes melanoleucus;Magpie Shrike;Aves;Passeriformes
4959;8672;Lanius meridionalis;Iberian Grey Shrike;Aves;Passeriformes
4960;8673;Lanius minor;Lesser Grey Shrike;Aves;Passeriformes
4961;8675;Lanius nubicus;Masked Shrike;Aves;Passeriformes
4962;8676;Lanius phoenicuroides;Red-tailed Shrike;Aves;Passeriformes
4963;8677;Lanius schach;Long-tailed Shrike;Aves;Passeriformes
4964;8678;Lanius senator;Woodchat Shrike;Aves;Passeriformes
4965;8679;Lanius somalicus;Somali Fiscal;Aves;Passeriformes
4966;8680;Lanius souzae;Souza's Shrike;Aves;Passeriformes
4967;8681;Lanius sphenocercus;Chinese Grey Shrike;Aves;Passeriformes
4968;8682;Lanius tephronotus;Grey-backed Shrike;Aves;Passeriformes
4969;8683;Lanius tigrinus;Tiger Shrike;Aves;Passeriformes
4970;8684;Lanius validirostris;Mountain Shrike;Aves;Passeriformes
4971;8685;Lanius vittatus;Bay-backed Shrike;Aves;Passeriformes
4972;8692;Larosterna inca;Inca Tern;Aves;Charadriiformes
4973;8693;Larus argentatus;European Herring Gull;Aves;Charadriiformes
4974;8694;Larus armenicus;Armenian Gull;Aves;Charadriiformes
4975;8695;Larus atlanticus;Olrog's Gull;Aves;Charadriiformes
4976;8696;Larus belcheri;Belcher's Gull;Aves;Charadriiformes
4977;8697;Larus brachyrhynchus;Short-billed Gull;Aves;Charadriiformes
4978;8698;Larus cachinnans;Caspian Gull;Aves;Charadriiformes
4979;8699;Larus californicus;California Gull;Aves;Charadriiformes
4980;8700;Larus canus;Common Gull;Aves;Charadriiformes
4981;8701;Larus crassirostris;Black-tailed Gull;Aves;Charadriiformes
4982;8702;Larus delawarensis;Ring-billed Gull;Aves;Charadriiformes
4983;8703;Larus dominicanus;Kelp Gull;Aves;Charadriiformes
4984;8704;Larus fuscus;Lesser Black-backed Gull;Aves;Charadriiformes
4985;8705;Larus glaucescens;Glaucous-winged Gull;Aves;Charadriiformes
4986;8706;Larus glaucoides;Iceland Gull;Aves;Charadriiformes
4987;8707;Larus heermanni;Heermann's Gull;Aves;Charadriiformes
4988;8708;Larus hyperboreus;Glaucous Gull;Aves;Charadriiformes
4989;8709;Larus livens;Yellow-footed Gull;Aves;Charadriiformes
4990;8710;Larus marinus;Great Black-backed Gull;Aves;Charadriiformes
4991;8711;Larus michahellis;Yellow-legged Gull;Aves;Charadriiformes
4992;8712;Larus mongolicus;Mongolian Gull;Aves;Charadriiformes
4993;8713;Larus occidentalis;Western Gull;Aves;Charadriiformes
4994;8714;Larus pacificus;Pacific Gull;Aves;Charadriiformes
4995;8715;Larus schistisagus;Slaty-backed Gull;Aves;Charadriiformes
4996;8716;Larus smithsonianus;American Herring Gull;Aves;Charadriiformes
4997;8717;Larus vegae;Vega Gull;Aves;Charadriiformes
4998;8718;Larvivora brunnea;Indian Blue Robin;Aves;Passeriformes
4999;8719;Larvivora cyane;Siberian Blue Robin;Aves;Passeriformes
5000;8722;Larvivora sibilans;Rufous-tailed Robin;Aves;Passeriformes
5001;8730;Laterallus albigularis;White-throated Crake;Aves;Gruiformes
5002;8731;Laterallus exilis;Grey-breasted Crake;Aves;Gruiformes
5003;8732;Laterallus jamaicensis;Black Rail;Aves;Gruiformes
5004;8734;Laterallus levraudi;Rusty-flanked Crake;Aves;Gruiformes
5005;8735;Laterallus melanophaius;Rufous-sided Crake;Aves;Gruiformes
5006;8737;Laterallus ruber;Ruddy Crake;Aves;Gruiformes
5007;8738;Laterallus spilonota;Galapagos Crake;Aves;Gruiformes
5008;8743;Lathamus discolor;Swift Parrot;Aves;Psittaciformes
5009;8744;Lathrotriccus euleri;Euler's Flycatcher;Aves;Passeriformes
5010;8745;Lathrotriccus griseipectus;Grey-breasted Flycatcher;Aves;Passeriformes
5011;8746;Laticilla burnesii;Rufous-vented Grass Babbler;Aves;Passeriformes
5012;8747;Laticilla cinerascens;Swamp Grass Babbler;Aves;Passeriformes
5013;8754;Lea floridensis;Florida true katydid;Insecta;Orthoptera
5014;8755;Legatus leucophaius;Piratic Flycatcher;Aves;Passeriformes
5015;8757;Leiopicus mahrattensis;Yellow-crowned Woodpecker;Aves;Piciformes
5016;8760;Leiothlypis celata;Orange-crowned Warbler;Aves;Passeriformes
5017;8761;Leiothlypis crissalis;Colima Warbler;Aves;Passeriformes
5018;8762;Leiothlypis luciae;Lucy's Warbler;Aves;Passeriformes
5019;8763;Leiothlypis peregrina;Tennessee Warbler;Aves;Passeriformes
5020;8764;Leiothlypis ruficapilla;Nashville Warbler;Aves;Passeriformes
5021;8765;Leiothlypis virginiae;Virginia's Warbler;Aves;Passeriformes
5022;8766;Leiothrix argentauris;Silver-eared Mesia;Aves;Passeriformes
5023;8767;Leiothrix lutea;Red-billed Leiothrix;Aves;Passeriformes
5024;8768;Leipoa ocellata;Malleefowl;Aves;Galliformes
5025;8769;Leistes bellicosus;Peruvian Meadowlark;Aves;Passeriformes
5026;8770;Leistes defilippii;Pampas Meadowlark;Aves;Passeriformes
5027;8771;Leistes loyca;Long-tailed Meadowlark;Aves;Passeriformes
5028;8772;Leistes militaris;Red-breasted Meadowlark;Aves;Passeriformes
5029;8773;Leistes superciliaris;White-browed Meadowlark;Aves;Passeriformes
5030;8775;Lemur catta;ring-tailed lemur;Mammalia;Primates
5031;8777;Lepidopygia nana;Madagascar Mannikin;Aves;Passeriformes
5032;8780;Leonardina woodi;Bagobo Babbler;Aves;Passeriformes
5033;8782;Saguinus fuscicollis;saddlebacked tamarin;Mammalia;Primates
5034;8784;Saguinus nigricollis;black-mantled tamarin;Mammalia;Primates
5035;8785;Saguinus tripartitus;golden-mantled tamarin;Mammalia;Primates
5036;8794;Lepidocolaptes affinis;Spot-crowned Woodcreeper;Aves;Passeriformes
5037;8795;Lepidocolaptes albolineatus;Guianan Woodcreeper;Aves;Passeriformes
5038;8796;Lepidocolaptes fuscicapillus;Dusky-capped Woodcreeper;Aves;Passeriformes
5039;8797;Lepidocolaptes angustirostris;Narrow-billed Woodcreeper;Aves;Passeriformes
5040;8798;Lepidocolaptes duidae;Duida Woodcreeper;Aves;Passeriformes
5041;8799;Lepidocolaptes falcinellus;Scalloped Woodcreeper;Aves;Passeriformes
5042;8800;Lepidocolaptes fatimalimae;Inambari Woodcreeper;Aves;Passeriformes
5043;8801;Lepidocolaptes lacrymiger;Montane Woodcreeper;Aves;Passeriformes
5044;8802;Lepidocolaptes leucogaster;White-striped Woodcreeper;Aves;Passeriformes
5045;8803;Lepidocolaptes souleyetii;Streak-headed Woodcreeper;Aves;Passeriformes
5046;8804;Lepidocolaptes squamatus;Scaled Woodcreeper;Aves;Passeriformes
5047;8809;Lepidothrix coeruleocapilla;Cerulean-capped Manakin;Aves;Passeriformes
5048;8810;Lepidothrix coronata;Blue-capped Manakin;Aves;Passeriformes
5049;8811;Lepidothrix velutina;Velvety Manakin;Aves;Passeriformes
5050;8812;Lepidothrix iris;Opal-crowned Manakin;Aves;Passeriformes
5051;8813;Lepidothrix isidorei;Blue-rumped Manakin;Aves;Passeriformes
5052;8814;Lepidothrix nattereri;Snow-capped Manakin;Aves;Passeriformes
5053;8815;Lepidothrix serena;White-fronted Manakin;Aves;Passeriformes
5054;8816;Lepidothrix suavissima;Orange-bellied Manakin;Aves;Passeriformes
5055;8825;Leptasthenura aegithaloides;Plain-mantled Tit-Spinetail;Aves;Passeriformes
5056;8826;Leptasthenura andicola;Andean Tit-Spinetail;Aves;Passeriformes
5057;8827;Leptasthenura fuliginiceps;Brown-capped Tit-Spinetail;Aves;Passeriformes
5058;8828;Leptasthenura pileata;Rusty-crowned Tit-Spinetail;Aves;Passeriformes
5059;8829;Leptasthenura platensis;Tufted Tit-Spinetail;Aves;Passeriformes
5060;8830;Leptasthenura setaria;Araucaria Tit-Spinetail;Aves;Passeriformes
5061;8831;Leptasthenura striata;Streak-backed Tit-Spinetail;Aves;Passeriformes
5062;8832;Leptasthenura striolata;Striolated Tit-Spinetail;Aves;Passeriformes
5063;8833;Leptasthenura xenothorax;White-browed Tit-Spinetail;Aves;Passeriformes
5064;8834;Sylviorthorhynchus yanacensis;Tawny Tit-Spinetail;Aves;Passeriformes
5065;8847;Leptocoma aspasia;Black Sunbird;Aves;Passeriformes
5066;8848;Leptocoma brasiliana;Van Hasselt's Sunbird;Aves;Passeriformes
5067;8849;Leptocoma calcostetha;Copper-throated Sunbird;Aves;Passeriformes
5068;8850;Leptocoma minima;Crimson-backed Sunbird;Aves;Passeriformes
5069;8851;Leptocoma sperata;Purple-throated Sunbird;Aves;Passeriformes
5070;8852;Leptocoma zeylonica;Purple-rumped Sunbird;Aves;Passeriformes
5071;8854;Leptodactylus albilabris;Caribbean White-lipped Frog;Amphibia;Anura
5072;8865;Leptodactylus elenae;Leptodactylus elenae;Amphibia;Anura
5073;8866;Leptodactylus fragilis;Mexican White-lipped Frog;Amphibia;Anura
5074;8869;Leptodactylus fuscus;Leptodactylus fuscus;Amphibia;Anura
5075;8870;Leptodactylus gracilis;Leptodactylus gracilis;Amphibia;Anura
5076;8879;Leptodactylus labyrinthicus;Leptodactylus labyrinthicus;Amphibia;Anura
5077;8880;Leptodactylus latinasus;Leptodactylus latinasus;Amphibia;Anura
5078;8885;Leptodactylus luctator;Leptodactylus luctator;Amphibia;Anura
5079;8888;Leptodactylus melanonotus;Leptodactylus melanonotus;Amphibia;Anura
5080;8890;Leptodactylus mystaceus;Leptodactylus mystaceus;Amphibia;Anura
5081;8891;Leptodactylus mystacinus;Leptodactylus mystacinus;Amphibia;Anura
5082;8892;Leptodactylus natalensis;Leptodactylus natalensis;Amphibia;Anura
5083;8894;Leptodactylus notoaktites;Leptodactylus notoaktites;Amphibia;Anura
5084;8897;Leptodactylus pentadactylus;Leptodactylus pentadactylus;Amphibia;Anura
5085;8899;Leptodactylus podicipinus;Leptodactylus podicipinus;Amphibia;Anura
5086;8903;Leptodactylus rhodomystax;Leptodactylus rhodomystax;Amphibia;Anura
5087;8908;Leptodactylus savagei;Leptodactylus savagei;Amphibia;Anura
5088;8911;Leptodactylus syphax;Leptodactylus syphax;Amphibia;Anura
5089;8912;Leptodactylus troglodytes;Leptodactylus troglodytes;Amphibia;Anura
5090;8913;Leptodactylus validus;Leptodactylus validus;Amphibia;Anura
5091;8917;Leptodon cayanensis;Grey-headed Kite;Aves;Accipitriformes
5092;8918;Leptodon forbesi;White-collared Kite;Aves;Accipitriformes
5093;8924;Leptonychotes weddellii;Weddell Seal;Mammalia;Carnivora
5094;8932;Leptopelis natalensis;Leptopelis natalensis;Amphibia;Anura
5095;8948;Leptophyes punctatissima;Leptophyes punctatissima;Insecta;Orthoptera
5096;8951;Leptopoecile sophiae;White-browed Tit-warbler;Aves;Passeriformes
5097;8952;Leptopogon amaurocephalus;Sepia-capped Flycatcher;Aves;Passeriformes
5098;8953;Leptopogon rufipectus;Rufous-breasted Flycatcher;Aves;Passeriformes
5099;8954;Leptopogon superciliaris;Slaty-capped Flycatcher;Aves;Passeriformes
5100;8955;Leptopogon taczanowskii;Inca Flycatcher;Aves;Passeriformes
5101;8957;Leptopterus chabert;Chabert Vanga;Aves;Passeriformes
5102;8958;Leptoptilos crumenifer;Marabou Stork;Aves;Ciconiiformes
5103;8963;Leptosemia takanonis;Leptosemia takanonis;Insecta;Hemiptera
5104;8964;Leptosittaca branickii;Golden-plumed Parakeet;Aves;Psittaciformes
5105;8965;Leptosomus discolor;Cuckoo-roller;Aves;Leptosomiformes
5106;8967;Leptotila cassinii;Grey-chested Dove;Aves;Columbiformes
5107;8968;Leptotila conoveri;Tolima Dove;Aves;Columbiformes
5108;8969;Leptotila jamaicensis;Caribbean Dove;Aves;Columbiformes
5109;8970;Leptotila megalura;Yungas Dove;Aves;Columbiformes
5110;8971;Leptotila ochraceiventris;Ochre-bellied Dove;Aves;Columbiformes
5111;8972;Leptotila pallida;Pallid Dove;Aves;Columbiformes
5112;8973;Leptotila plumbeiceps;Grey-headed Dove;Aves;Columbiformes
5113;8974;Leptotila rufaxilla;Grey-fronted Dove;Aves;Columbiformes
5114;8975;Leptotila verreauxi;White-tipped Dove;Aves;Columbiformes
5115;8976;Leptotila wellsi;Grenada Dove;Aves;Columbiformes
5116;8985;Lerwa lerwa;Snow Partridge;Aves;Galliformes
5117;8986;Lesbia nuna;Green-tailed Trainbearer;Aves;Apodiformes
5118;8987;Lesbia victoriae;Black-tailed Trainbearer;Aves;Apodiformes
5119;8988;Lessonia oreas;Andean Negrito;Aves;Passeriformes
5120;8989;Lessonia rufa;Austral Negrito;Aves;Passeriformes
5121;8991;Leucippus fallax;Buffy Hummingbird;Aves;Apodiformes
5122;8992;Leucocarbo atriceps;Imperial Shag;Aves;Suliformes
5123;8999;Leucocarbo magellanicus;Rock Shag;Aves;Suliformes
5124;9003;Leucochloris albicollis;White-throated Hummingbird;Aves;Apodiformes
5125;9004;Ramosomyia violiceps;Violet-crowned Hummingbird;Aves;Apodiformes
5126;9006;Ramosomyia viridifrons;Green-fronted Hummingbird;Aves;Apodiformes
5127;9009;Leucophaeus atricilla;Laughing Gull;Aves;Charadriiformes
5128;9010;Leucophaeus fuliginosus;Lava Gull;Aves;Charadriiformes
5129;9011;Leucophaeus modestus;Grey Gull;Aves;Charadriiformes
5130;9012;Leucophaeus pipixcan;Franklin's Gull;Aves;Charadriiformes
5131;9013;Leucophaeus scoresbii;Dolphin Gull;Aves;Charadriiformes
5132;9015;Leucopsar rothschildi;Bali Myna;Aves;Passeriformes
5133;9016;Pseudastur albicollis;White Hawk;Aves;Accipitriformes
5134;9017;Leucopternis kuhli;White-browed Hawk;Aves;Accipitriformes
5135;9018;Leucopternis melanops;Black-faced Hawk;Aves;Accipitriformes
5136;9019;Pseudastur occidentalis;Grey-backed Hawk;Aves;Accipitriformes
5137;9020;Pseudastur polionotus;Mantled Hawk;Aves;Accipitriformes
5138;9021;Morphnarchus princeps;Barred Hawk;Aves;Accipitriformes
5139;9022;Leucopternis semiplumbeus;Semiplumbeous Hawk;Aves;Accipitriformes
5140;9023;Leucosarcia melanoleuca;Wonga Pigeon;Aves;Columbiformes
5141;9026;Leucosticte arctoa;Asian Rosy Finch;Aves;Passeriformes
5142;9027;Leucosticte atrata;Black Rosy Finch;Aves;Passeriformes
5143;9028;Leucosticte australis;Brown-capped Rosy Finch;Aves;Passeriformes
5144;9029;Leucosticte brandti;Brandt's Mountain Finch;Aves;Passeriformes
5145;9030;Leucosticte nemoricola;Plain Mountain Finch;Aves;Passeriformes
5146;9031;Leucosticte tephrocotis;Grey-crowned Rosy Finch;Aves;Passeriformes
5147;9034;Lewinia pectoralis;Lewin's Rail;Aves;Gruiformes
5148;9038;Lichenostomus cratitius;Purple-gaped Honeyeater;Aves;Passeriformes
5149;9039;Lichenostomus melanops;Yellow-tufted Honeyeater;Aves;Passeriformes
5150;9040;Lichmera alboauricularis;Silver-eared Honeyeater;Aves;Passeriformes
5151;9041;Lichmera argentauris;Olive Honeyeater;Aves;Passeriformes
5152;9043;Lichmera flavicans;Flame-eared Honeyeater;Aves;Passeriformes
5153;9044;Lichmera incana;Grey-eared Honeyeater;Aves;Passeriformes
5154;9045;Lichmera indistincta;Brown Honeyeater;Aves;Passeriformes
5155;9050;Lichmera squamata;Scaly-breasted Honeyeater;Aves;Passeriformes
5156;9052;Ligurotettix coquilletti;Ligurotettix coquilletti;Insecta;Orthoptera
5157;9054;Lilioceris lilii;Lilioceris lilii;Insecta;Coleoptera
5158;9058;Limnoctites rectirostris;Straight-billed Reedhaunter;Aves;Passeriformes
5159;9059;Limnodromus griseus;Short-billed Dowitcher;Aves;Charadriiformes
5160;9060;Limnodromus scolopaceus;Long-billed Dowitcher;Aves;Charadriiformes
5161;9061;Limnodromus semipalmatus;Asian Dowitcher;Aves;Charadriiformes
5162;9062;Limnodynastes convexiusculus;Limnodynastes convexiusculus;Amphibia;Anura
5163;9064;Limnodynastes dorsalis;Limnodynastes dorsalis;Amphibia;Anura
5164;9065;Limnodynastes dumerilii;Limnodynastes dumerilii;Amphibia;Anura
5165;9066;Limnodynastes fletcheri;Limnodynastes fletcheri;Amphibia;Anura
5166;9067;Limnodynastes grayi;Limnodynastes grayi;Amphibia;Anura
5167;9069;Limnodynastes peronii;Limnodynastes peronii;Amphibia;Anura
5168;9070;Limnodynastes salmini;Limnodynastes salmini;Amphibia;Anura
5169;9072;Limnodynastes tasmaniensis;Limnodynastes tasmaniensis;Amphibia;Anura
5170;9085;Limnornis curvirostris;Curve-billed Reedhaunter;Aves;Passeriformes
5171;9086;Limnothlypis swainsonii;Swainson's Warbler;Aves;Passeriformes
5172;9088;Limosa fedoa;Marbled Godwit;Aves;Charadriiformes
5173;9089;Limosa haemastica;Hudsonian Godwit;Aves;Charadriiformes
5174;9090;Limosa lapponica;Bar-tailed Godwit;Aves;Charadriiformes
5175;9091;Limosa limosa;Black-tailed Godwit;Aves;Charadriiformes
5176;9095;Linaria yemenensis;Yemen Linnet;Aves;Passeriformes
5177;9097;Linurgus olivaceus;Oriole Finch;Aves;Passeriformes
5178;9098;Liocichla bugunorum;Bugun Liocichla;Aves;Passeriformes
5179;9100;Liocichla phoenicea;Red-faced Liocichla;Aves;Passeriformes
5180;9101;Liocichla ripponi;Scarlet-faced Liocichla;Aves;Passeriformes
5181;9102;Liocichla steerii;Taiwan Liocichla;Aves;Passeriformes
5182;9103;Lioparus chrysotis;Golden-breasted Fulvetta;Aves;Passeriformes
5183;9104;Sylvia nigricapillus;Bush Blackcap;Aves;Passeriformes
5184;9105;Liosceles thoracicus;Rusty-belted Tapaculo;Aves;Passeriformes
5185;9106;Lipaugus ater;Black-and-gold Cotinga;Aves;Passeriformes
5186;9107;Lipaugus conditus;Grey-winged Cotinga;Aves;Passeriformes
5187;9108;Lipaugus fuscocinereus;Dusky Piha;Aves;Passeriformes
5188;9109;Lipaugus lanioides;Cinnamon-vented Piha;Aves;Passeriformes
5189;9110;Lipaugus streptophorus;Rose-collared Piha;Aves;Passeriformes
5190;9111;Lipaugus unirufus;Rufous Piha;Aves;Passeriformes
5191;9113;Lipaugus vociferans;Screaming Piha;Aves;Passeriformes
5192;9114;Lipaugus weberi;Chestnut-capped Piha;Aves;Passeriformes
5193;9128;Lissotis melanogaster;Black-bellied Bustard;Aves;Otidiformes
5194;9130;Lithobates areolatus;Crawfish Frog;Amphibia;Anura
5195;9131;Lithobates berlandieri;Rio Grande Frog;Amphibia;Anura
5196;9132;Lithobates blairi;Plains Leopard Frog;Amphibia;Anura
5197;9135;Lithobates catesbeianus;American Bullfrog;Amphibia;Anura
5198;9137;Lithobates clamitans;Green Frog;Amphibia;Anura
5199;9138;Lithobates grylio;Pig Frog;Amphibia;Anura
5200;9140;Lithobates kauffeldi;Atlantic Coast Leopard Frog;Amphibia;Anura
5201;9145;Lithobates palustris;Pickerel Frog;Amphibia;Anura
5202;9146;Lithobates pipiens;Northern Leopard Frog;Amphibia;Anura
5203;9147;Lithobates septentrionalis;Mink Frog;Amphibia;Anura
5204;9149;Lithobates sphenocephalus;Southern Leopard Frog;Amphibia;Anura
5205;9150;Lithobates sylvaticus;Wood Frog;Amphibia;Anura
5206;9154;Lithobates virgatipes;Carpenter Frog;Amphibia;Anura
5207;9159;Lithodytes lineatus;Lithodytes lineatus;Amphibia;Anura
5208;9178;Litoria latopalmata;Litoria latopalmata;Amphibia;Anura
5209;9181;Litoria nasuta;Litoria nasuta;Amphibia;Anura
5210;9210;Lochmias nematura;Sharp-tailed Streamcreeper;Aves;Passeriformes
5211;9213;Locustella accentor;Friendly Bush Warbler;Aves;Passeriformes
5212;9214;Locustella alishanensis;Taiwan Bush Warbler;Aves;Passeriformes
5213;9215;Locustella castanea;Sulawesi Bush Warbler;Aves;Passeriformes
5214;9218;Locustella caudata;Long-tailed Bush Warbler;Aves;Passeriformes
5215;9219;Locustella chengi;Sichuan Bush Warbler;Aves;Passeriformes
5216;9220;Locustella davidi;Baikal Bush Warbler;Aves;Passeriformes
5217;9221;Locustella fluviatilis;River Warbler;Aves;Passeriformes
5218;9222;Locustella idonea;Dalat Bush Warbler;Aves;Passeriformes
5219;9223;Locustella mandelli;Russet Bush Warbler;Aves;Passeriformes
5220;9224;Locustella kashmirensis;West Himalayan Bush Warbler;Aves;Passeriformes
5221;9225;Locustella lanceolata;Lanceolated Warbler;Aves;Passeriformes
5222;9226;Locustella luscinioides;Savi's Warbler;Aves;Passeriformes
5223;9227;Locustella luteoventris;Brown Bush Warbler;Aves;Passeriformes
5224;9229;Locustella montis;Javan Bush Warbler;Aves;Passeriformes
5225;9230;Locustella naevia;Common Grasshopper Warbler;Aves;Passeriformes
5226;9232;Locustella seebohmi;Benguet Bush Warbler;Aves;Passeriformes
5227;9233;Locustella tacsanowskia;Chinese Bush Warbler;Aves;Passeriformes
5228;9234;Locustella thoracica;Spotted Bush Warbler;Aves;Passeriformes
5229;9235;Loddigesia mirabilis;Marvelous Spatuletail;Aves;Apodiformes
5230;9239;Lonchura atricapilla;Chestnut Munia;Aves;Passeriformes
5231;9240;Spermestes bicolor;Black-and-white Mannikin;Aves;Passeriformes
5232;9242;Lonchura castaneothorax;Chestnut-breasted Mannikin;Aves;Passeriformes
5233;9243;Spermestes cucullata;Bronze Mannikin;Aves;Passeriformes
5234;9248;Spermestes fringilloides;Magpie Mannikin;Aves;Passeriformes
5235;9249;Lonchura fuscans;Dusky Munia;Aves;Passeriformes
5236;9254;Lonchura kelaarti;Black-throated Munia;Aves;Passeriformes
5237;9255;Lonchura leucogastra;White-bellied Munia;Aves;Passeriformes
5238;9256;Lonchura leucogastroides;Javan Munia;Aves;Passeriformes
5239;9257;Lonchura maja;White-headed Munia;Aves;Passeriformes
5240;9258;Lonchura malacca;Tricolored Munia;Aves;Passeriformes
5241;9260;Lonchura molucca;Black-faced Munia;Aves;Passeriformes
5242;9264;Padda oryzivora;Java Sparrow;Aves;Passeriformes
5243;9267;Lonchura punctulata;Scaly-breasted Munia;Aves;Passeriformes
5244;9270;Lonchura striata;White-rumped Munia;Aves;Passeriformes
5245;9274;Lonchura vana;Grey-banded Mannikin;Aves;Passeriformes
5246;9277;Lontra canadensis;North American River Otter;Mammalia;Carnivora
5247;9279;Lophaetus occipitalis;Long-crested Eagle;Aves;Accipitriformes
5248;9282;Lophocebus albigena;gray-cheeked mangabey;Mammalia;Primates
5249;9284;Lophoceros alboterminatus;Crowned Hornbill;Aves;Bucerotiformes
5250;9286;Lophoceros bradfieldi;Bradfield's Hornbill;Aves;Bucerotiformes
5251;9287;Lophoceros camurus;Red-billed Dwarf Hornbill;Aves;Bucerotiformes
5252;9288;Lophoceros fasciatus;Congo Pied Hornbill;Aves;Bucerotiformes
5253;9289;Lophoceros semifasciatus;West African Pied Hornbill;Aves;Bucerotiformes
5254;9290;Lophoceros hemprichii;Hemprich's Hornbill;Aves;Bucerotiformes
5255;9291;Lophoceros nasutus;African Grey Hornbill;Aves;Bucerotiformes
5256;9293;Lophoceros pallidirostris;Pale-billed Hornbill;Aves;Bucerotiformes
5257;9295;Lophodytes cucullatus;Hooded Merganser;Aves;Anseriformes
5258;9296;Lophoictinia isura;Square-tailed Kite;Aves;Accipitriformes
5259;9298;Lophonetta specularioides;Crested Duck;Aves;Anseriformes
5260;9299;Lophophanes cristatus;Crested Tit;Aves;Passeriformes
5261;9300;Lophophanes dichrous;Grey-crested Tit;Aves;Passeriformes
5262;9301;Lophophorus impejanus;Himalayan Monal;Aves;Galliformes
5263;9302;Lophophorus lhuysii;Chinese Monal;Aves;Galliformes
5264;9306;Lophorina superba;Vogelkop Lophorina;Aves;Passeriformes
5265;9310;Lophornis chalybeus;Festive Coquette;Aves;Apodiformes
5266;9311;Lophornis delattrei;Rufous-crested Coquette;Aves;Apodiformes
5267;9314;Lophornis magnificus;Frilled Coquette;Aves;Apodiformes
5268;9318;Lophospingus griseocristatus;Grey-crested Finch;Aves;Passeriformes
5269;9319;Lophospingus pusillus;Black-crested Finch;Aves;Passeriformes
5270;9323;Lophostrix cristata;Crested Owl;Aves;Strigiformes
5271;9324;Lophotibis cristata;Madagascar Ibis;Aves;Pelecaniformes
5272;9325;Lophotis gindiana;Buff-crested Bustard;Aves;Otidiformes
5273;9326;Lophotis savilei;Savile's Bustard;Aves;Otidiformes
5274;9327;Lophotriccus eulophotes;Long-crested Pygmy Tyrant;Aves;Passeriformes
5275;9328;Lophotriccus galeatus;Helmeted Pygmy Tyrant;Aves;Passeriformes
5276;9329;Lophotriccus pileatus;Scale-crested Pygmy Tyrant;Aves;Passeriformes
5277;9330;Lophotriccus vitiosus;Double-banded Pygmy Tyrant;Aves;Passeriformes
5278;9331;Lophotriorchis kienerii;Rufous-bellied Eagle;Aves;Accipitriformes
5279;9332;Lophura bulweri;Bulwer's Pheasant;Aves;Galliformes
5280;9333;Lophura diardi;Siamese Fireback;Aves;Galliformes
5281;9337;Lophura ignita;Bornean Crested Fireback;Aves;Galliformes
5282;9338;Lophura rufa;Malayan Crested Fireback;Aves;Galliformes
5283;9340;Lophura leucomelanos;Kalij Pheasant;Aves;Galliformes
5284;9341;Lophura nycthemera;Silver Pheasant;Aves;Galliformes
5285;9342;Lophura swinhoii;Swinhoe's Pheasant;Aves;Galliformes
5286;9343;Loriculus amabilis;Moluccan Hanging Parrot;Aves;Psittaciformes
5287;9345;Loriculus beryllinus;Sri Lanka Hanging Parrot;Aves;Psittaciformes
5288;9351;Loriculus galgulus;Blue-crowned Hanging Parrot;Aves;Psittaciformes
5289;9352;Loriculus philippensis;Philippine Hanging Parrot;Aves;Psittaciformes
5290;9354;Loriculus sclateri;Sula Hanging Parrot;Aves;Psittaciformes
5291;9355;Loriculus stigmatus;Great Hanging Parrot;Aves;Psittaciformes
5292;9356;Loriculus vernalis;Vernal Hanging Parrot;Aves;Psittaciformes
5293;9357;Loriotus cristatus;Flame-crested Tanager;Aves;Passeriformes
5294;9358;Loriotus luctuosus;White-shouldered Tanager;Aves;Passeriformes
5295;9359;Loriotus rufiventer;Yellow-crested Tanager;Aves;Passeriformes
5296;9361;Lorius chlorocercus;Yellow-bibbed Lory;Aves;Psittaciformes
5297;9363;Lorius garrulus;Chattering Lory;Aves;Psittaciformes
5298;9364;Lorius hypoinochrous;Purple-bellied Lory;Aves;Psittaciformes
5299;9365;Lorius lory;Black-capped Lory;Aves;Psittaciformes
5300;9366;Loxia curvirostra;Red Crossbill;Aves;Passeriformes
5301;9367;Loxia leucoptera;Two-barred Crossbill;Aves;Passeriformes
5302;9368;Loxia megaplaga;Hispaniolan Crossbill;Aves;Passeriformes
5303;9369;Loxia pytyopsittacus;Parrot Crossbill;Aves;Passeriformes
5304;9370;Loxia scotica;Scottish Crossbill;Aves;Passeriformes
5305;9371;Loxia sinesciuris;Cassia Crossbill;Aves;Passeriformes
5306;9372;Loxigilla barbadensis;Barbados Bullfinch;Aves;Passeriformes
5307;9373;Loxigilla noctis;Lesser Antillean Bullfinch;Aves;Passeriformes
5308;9374;Loxioides bailleui;Palila;Aves;Passeriformes
5309;9375;Loxipasser anoxanthus;Yellow-shouldered Grassquit;Aves;Passeriformes
5310;9376;Loxoblemmus arietulus;Loxoblemmus arietulus;Insecta;Orthoptera
5311;9378;Loxoblemmus doenitzi;Loxoblemmus doenitzi;Insecta;Orthoptera
