idx;id;sci_name;com_name;class;order
0;3;Abeillia abeillei;Emerald-chinned Hummingbird;Aves;Apodiformes
1;5;Abroscopus albogularis;Rufous-faced Warbler;Aves;Passeriformes
2;6;Abroscopus schisticeps;Black-faced Warbler;Aves;Passeriformes
3;7;Abroscopus superciliaris;Yellow-bellied Warbler;Aves;Passeriformes
4;9;Aburria aburri;Wattled Guan;Aves;Galliformes
5;12;Acanthagenys rufogularis;Spiny-cheeked Honeyeater;Aves;Passeriformes
6;13;Acanthidops bairdi;Peg-billed Finch;Aves;Passeriformes
7;16;Acanthis flammea;Redpoll;Aves;Passeriformes
8;19;Acanthisitta chloris;Rifleman;Aves;Passeriformes
9;20;Acanthiza apicalis;Inland Thornbill;Aves;Passeriformes
10;21;Acanthiza chrysorrhoa;Yellow-rumped Thornbill;Aves;Passeriformes
11;22;Acanthiza cinerea;Grey Thornbill;Aves;Passeriformes
12;23;Acanthiza ewingii;Tasmanian Thornbill;Aves;Passeriformes
13;24;Acanthiza inornata;Western Thornbill;Aves;Passeriformes
14;25;Acanthiza iredalei;Slender-billed Thornbill;Aves;Passeriformes
15;26;Acanthiza katherina;Mountain Thornbill;Aves;Passeriformes
16;27;Acanthiza lineata;Striated Thornbill;Aves;Passeriformes
17;28;Acanthiza murina;New Guinea Thornbill;Aves;Passeriformes
18;29;Acanthiza nana;Yellow Thornbill;Aves;Passeriformes
19;30;Acanthiza pusilla;Brown Thornbill;Aves;Passeriformes
20;31;Acanthiza reguloides;Buff-rumped Thornbill;Aves;Passeriformes
21;32;Acanthiza robustirostris;Slaty-backed Thornbill;Aves;Passeriformes
22;33;Acanthiza uropygialis;Chestnut-rumped Thornbill;Aves;Passeriformes
23;40;Acanthorhynchus superciliosus;Western Spinebill;Aves;Passeriformes
24;41;Acanthorhynchus tenuirostris;Eastern Spinebill;Aves;Passeriformes
25;42;Acanthornis magna;Scrubtit;Aves;Passeriformes
26;45;Acanthoventris drewseni;Acanthoventris drewseni;Insecta;Hemiptera
27;49;Astur atricapillus;American Goshawk;Aves;Falconiformes
28;50;Astur gentilis;Eurasian Goshawk;Aves;Accipitriformes
29;51;Tachyspiza badia;Shikra;Aves;Accipitriformes
30;52;Astur bicolor;Bicolored Hawk;Aves;Accipitriformes
31;53;Tachyspiza brevipes;Levant Sparrowhawk;Aves;Accipitriformes
32;55;Astur chilensis;Chilean Hawk;Aves;Accipitriformes
33;57;Tachyspiza cirrocephala;Collared Sparrowhawk;Aves;Accipitriformes
34;60;Astur cooperii;Cooper's Hawk;Aves;Accipitriformes
35;64;Tachyspiza fasciata;Brown Goshawk;Aves;Accipitriformes
36;65;Tachyspiza francesiae;Frances's Sparrowhawk;Aves;Accipitriformes
37;67;Tachyspiza gularis;Japanese Sparrowhawk;Aves;Accipitriformes
38;68;Astur gundlachi;Gundlach's Hawk;Aves;Accipitriformes
39;69;Tachyspiza haplochroa;White-bellied Goshawk;Aves;Accipitriformes
40;70;Tachyspiza henicogramma;Moluccan Goshawk;Aves;Accipitriformes
41;71;Astur henstii;Henst's Goshawk;Aves;Accipitriformes
42;72;Tachyspiza hiogaster;Variable Goshawk;Aves;Accipitriformes
43;73;Accipiter madagascariensis;Madagascar Sparrowhawk;Aves;Accipitriformes
44;75;Astur melanoleucus;Black Sparrowhawk;Aves;Accipitriformes
45;77;Tachyspiza minulla;Little Sparrowhawk;Aves;Accipitriformes
46;79;Accipiter nisus;Eurasian Sparrowhawk;Aves;Accipitriformes
47;80;Tachyspiza novaehollandiae;Grey Goshawk;Aves;Accipitriformes
48;81;Accipiter ovampensis;Ovambo Sparrowhawk;Aves;Accipitriformes
49;83;Accipiter poliogaster;Grey-bellied Hawk;Aves;Accipitriformes
50;84;Tachyspiza rhodogaster;Vinous-breasted Sparrowhawk;Aves;Accipitriformes
51;85;Tachyspiza rufitorques;Fiji Goshawk;Aves;Accipitriformes
52;86;Accipiter rufiventris;Rufous-breasted Sparrowhawk;Aves;Accipitriformes
53;87;Tachyspiza soloensis;Chinese Sparrowhawk;Aves;Accipitriformes
54;88;Accipiter striatus;Sharp-shinned Hawk;Aves;Accipitriformes
55;89;Microspizias superciliosus;Tiny Hawk;Aves;Accipitriformes
56;91;Aerospiza tachiro;African Goshawk;Aves;Accipitriformes
57;93;Tachyspiza trinotata;Spot-tailed Sparrowhawk;Aves;Accipitriformes
58;94;Lophospiza trivirgata;Crested Goshawk;Aves;Accipitriformes
59;96;Tachyspiza virgata;Besra;Aves;Accipitriformes
60;104;Rhabdotorrhinus corrugatus;Wrinkled Hornbill;Aves;Bucerotiformes
61;106;Aceros nipalensis;Rufous-necked Hornbill;Aves;Bucerotiformes
62;107;Achaetops pycnopygius;Rockrunner;Aves;Passeriformes
63;110;Acheta domesticus;House cricket;Insecta;Orthoptera
64;119;Acridotheres burmannicus;Burmese Myna;Aves;Passeriformes
65;120;Acridotheres cristatellus;Crested Myna;Aves;Passeriformes
66;121;Acridotheres fuscus;Jungle Myna;Aves;Passeriformes
67;122;Acridotheres ginginianus;Bank Myna;Aves;Passeriformes
68;123;Acridotheres grandis;Great Myna;Aves;Passeriformes
69;124;Acridotheres javanicus;Javan Myna;Aves;Passeriformes
70;125;Acridotheres leucocephalus;Vinous-breasted Myna;Aves;Passeriformes
71;127;Acridotheres tristis;Common Myna;Aves;Passeriformes
72;129;Acris blanchardi;Acris blanchardi;Amphibia;Anura
73;130;Acris crepitans;Northern Cricket Frog;Amphibia;Anura
74;131;Acris gryllus;Southern Cricket Frog;Amphibia;Anura
75;133;Acritillas indica;Yellow-browed Bulbul;Aves;Passeriformes
76;136;Acrobatornis fonsecai;Pink-legged Graveteiro;Aves;Passeriformes
77;138;Acrocephalus agricola;Paddyfield Warbler;Aves;Passeriformes
78;139;Acrocephalus arundinaceus;Great Reed Warbler;Aves;Passeriformes
79;140;Acrocephalus atyphus;Tuamotu Reed Warbler;Aves;Passeriformes
80;141;Acrocephalus australis;Australian Reed Warbler;Aves;Passeriformes
81;143;Acrocephalus bistrigiceps;Black-browed Reed Warbler;Aves;Passeriformes
82;144;Acrocephalus brevipennis;Cape Verde Warbler;Aves;Passeriformes
83;145;Acrocephalus caffer;Tahiti Reed Warbler;Aves;Passeriformes
84;146;Acrocephalus concinens;Blunt-winged Warbler;Aves;Passeriformes
85;147;Acrocephalus dumetorum;Blyth's Reed Warbler;Aves;Passeriformes
86;149;Acrocephalus gracilirostris;Lesser Swamp Warbler;Aves;Passeriformes
87;150;Acrocephalus griseldis;Basra Reed Warbler;Aves;Passeriformes
88;151;Acrocephalus hiwae;Saipan Reed Warbler;Aves;Passeriformes
89;153;Acrocephalus melanopogon;Moustached Warbler;Aves;Passeriformes
90;154;Acrocephalus mendanae;Southern Marquesan Reed Warbler;Aves;Passeriformes
91;155;Acrocephalus newtoni;Madagascar Swamp Warbler;Aves;Passeriformes
92;156;Acrocephalus orientalis;Oriental Reed Warbler;Aves;Passeriformes
93;157;Acrocephalus orinus;Large-billed Reed Warbler;Aves;Passeriformes
94;158;Acrocephalus paludicola;Aquatic Warbler;Aves;Passeriformes
95;159;Acrocephalus palustris;Marsh Warbler;Aves;Passeriformes
96;160;Acrocephalus percernis;Northern Marquesan Reed Warbler;Aves;Passeriformes
97;163;Acrocephalus rodericanus;Rodrigues Warbler;Aves;Passeriformes
98;164;Acrocephalus rufescens;Greater Swamp Warbler;Aves;Passeriformes
99;165;Acrocephalus schoenobaenus;Sedge Warbler;Aves;Passeriformes
100;166;Acrocephalus scirpaceus;Common Reed Warbler;Aves;Passeriformes
101;167;Acrocephalus sechellensis;Seychelles Warbler;Aves;Passeriformes
102;168;Acrocephalus stentoreus;Clamorous Reed Warbler;Aves;Passeriformes
103;169;Acrocephalus syrinx;Caroline Reed Warbler;Aves;Passeriformes
104;171;Acrocephalus tangorum;Manchurian Reed Warbler;Aves;Passeriformes
105;182;Acropternis orthonyx;Ocellated Tapaculo;Aves;Passeriformes
106;183;Acryllium vulturinum;Vulturine Guineafowl;Aves;Galliformes
107;185;Actenoides concretus;Rufous-collared Kingfisher;Aves;Coraciiformes
108;186;Actenoides hombroni;Blue-capped Kingfisher;Aves;Coraciiformes
109;187;Actenoides lindsayi;Spotted Wood Kingfisher;Aves;Coraciiformes
110;188;Actenoides monachus;Green-backed Kingfisher;Aves;Coraciiformes
111;189;Actenoides princeps;Scaly-breasted Kingfisher;Aves;Coraciiformes
112;190;Actinodura cyanouroptera;Blue-winged Minla;Aves;Passeriformes
113;192;Actinodura egertoni;Rusty-fronted Barwing;Aves;Passeriformes
114;193;Actinodura morrisoniana;Taiwan Barwing;Aves;Passeriformes
115;194;Actinodura nipalensis;Hoary-throated Barwing;Aves;Passeriformes
116;195;Actinodura ramsayi;Spectacled Barwing;Aves;Passeriformes
117;198;Actinodura strigula;Bar-throated Minla;Aves;Passeriformes
118;199;Actinodura waldeni;Streak-throated Barwing;Aves;Passeriformes
119;201;Actitis hypoleucos;Common Sandpiper;Aves;Charadriiformes
120;202;Actitis macularius;Spotted Sandpiper;Aves;Charadriiformes
121;203;Actophilornis africanus;African Jacana;Aves;Charadriiformes
122;207;Adelomyia melanogenys;Speckled Hummingbird;Aves;Apodiformes
123;212;Adelotus brevis;Adelotus brevis;Amphibia;Anura
124;215;Adenomera andreae;Adenomera andreae;Amphibia;Anura
125;220;Adenomera hylaedactyla;Adenomera hylaedactyla;Amphibia;Anura
126;221;Adenomera marmorata;Adenomera marmorata;Amphibia;Anura
127;227;Aechmophorus clarkii;Clark's Grebe;Aves;Podicipediformes
128;228;Aechmophorus occidentalis;Western Grebe;Aves;Podicipediformes
129;231;Aegithalos caudatus;Long-tailed Tit;Aves;Passeriformes
130;232;Aegithalos concinnus;Black-throated Bushtit;Aves;Passeriformes
131;233;Aegithalos exilis;Pygmy Bushtit;Aves;Passeriformes
132;234;Aegithalos fuliginosus;Sooty Bushtit;Aves;Passeriformes
133;235;Aegithalos glaucogularis;Silver-throated Bushtit;Aves;Passeriformes
134;236;Aegithalos iouschistos;Rufous-fronted Bushtit;Aves;Passeriformes
135;238;Aegithalos niveogularis;White-throated Bushtit;Aves;Passeriformes
136;240;Aegithina lafresnayei;Great Iora;Aves;Passeriformes
137;241;Aegithina nigrolutea;Marshall's Iora;Aves;Passeriformes
138;242;Aegithina tiphia;Common Iora;Aves;Passeriformes
139;243;Aegithina viridissima;Green Iora;Aves;Passeriformes
140;244;Aegolius acadicus;Northern Saw-whet Owl;Aves;Strigiformes
141;245;Aegolius funereus;Boreal Owl;Aves;Strigiformes
142;246;Aegolius harrisii;Buff-fronted Owl;Aves;Strigiformes
143;247;Aegolius ridgwayi;Unspotted Saw-whet Owl;Aves;Strigiformes
144;248;Aegotheles albertisi;Mountain Owlet-nightjar;Aves;Apodiformes
145;249;Aegotheles bennettii;Barred Owlet-nightjar;Aves;Apodiformes
146;250;Aegotheles crinifrons;Moluccan Owlet-nightjar;Aves;Apodiformes
147;251;Aegotheles cristatus;Australian Owlet-nightjar;Aves;Apodiformes
148;252;Aegotheles insignis;Feline Owlet-nightjar;Aves;Apodiformes
149;254;Aegotheles wallacii;Wallace's Owlet-nightjar;Aves;Apodiformes
150;255;Aegypius monachus;Cinereous Vulture;Aves;Accipitriformes
151;267;Aerodramus brevirostris;Himalayan Swiftlet;Aves;Apodiformes
152;271;Aerodramus fuciphagus;Edible-nest Swiftlet;Aves;Apodiformes
153;273;Aerodramus hirundinaceus;Mountain Swiftlet;Aves;Apodiformes
154;282;Aerodramus sawtelli;Atiu Swiftlet;Aves;Apodiformes
155;284;Aerodramus spodiopygius;White-rumped Swiftlet;Aves;Apodiformes
156;286;Aerodramus unicolor;Indian Swiftlet;Aves;Apodiformes
157;287;Aerodramus vanikorensis;Uniform Swiftlet;Aves;Apodiformes
158;288;Aeronautes andecolus;Andean Swift;Aves;Apodiformes
159;289;Aeronautes montivagus;White-tipped Swift;Aves;Apodiformes
160;290;Aeronautes saxatalis;White-throated Swift;Aves;Apodiformes
161;297;Aethia cristatella;Crested Auklet;Aves;Charadriiformes
162;298;Aethia psittacula;Parakeet Auklet;Aves;Charadriiformes
163;299;Aethia pusilla;Least Auklet;Aves;Charadriiformes
164;300;Aethia pygmaea;Whiskered Auklet;Aves;Charadriiformes
165;302;Aethomyias nigrorufus;Bicolored Scrubwren;Aves;Passeriformes
166;303;Aethomyias papuensis;Papuan Scrubwren;Aves;Passeriformes
167;305;Aethomyias perspicillatus;Buff-faced Scrubwren;Aves;Passeriformes
168;308;Aethopyga bella;Handsome Sunbird;Aves;Passeriformes
169;309;Aethopyga boltoni;Apo Sunbird;Aves;Passeriformes
170;310;Aethopyga christinae;Fork-tailed Sunbird;Aves;Passeriformes
171;313;Aethopyga eximia;White-flanked Sunbird;Aves;Passeriformes
172;314;Aethopyga flagrans;Flaming Sunbird;Aves;Passeriformes
173;315;Aethopyga gouldiae;Mrs. Gould's Sunbird;Aves;Passeriformes
174;316;Aethopyga guimarasensis;Maroon-naped Sunbird;Aves;Passeriformes
175;317;Aethopyga ignicauda;Fire-tailed Sunbird;Aves;Passeriformes
176;320;Aethopyga magnifica;Magnificent Sunbird;Aves;Passeriformes
177;321;Aethopyga mystacalis;Javan Sunbird;Aves;Passeriformes
178;322;Aethopyga nipalensis;Green-tailed Sunbird;Aves;Passeriformes
179;324;Aethopyga pulcherrima;Metallic-winged Sunbird;Aves;Passeriformes
180;325;Aethopyga saturata;Black-throated Sunbird;Aves;Passeriformes
181;326;Aethopyga shelleyi;Lovely Sunbird;Aves;Passeriformes
182;327;Aethopyga siparaja;Crimson Sunbird;Aves;Passeriformes
183;328;Aethopyga temminckii;Temminck's Sunbird;Aves;Passeriformes
184;330;Aethopyga vigorsii;Vigors's Sunbird;Aves;Passeriformes
185;349;Afropavo congensis;Congo Peafowl;Aves;Galliformes
186;350;Afrotis afra;Southern Black Korhaan;Aves;Otidiformes
187;352;Afrotis afraoides;Northern Black Korhaan;Aves;Otidiformes
188;355;Agalychnis callidryas;Red-eyed Treefrog;Amphibia;Anura
189;356;Agalychnis dacnicolor;Agalychnis dacnicolor;Amphibia;Anura
190;363;Agamia agami;Agami Heron;Aves;Pelecaniformes
191;367;Agapornis canus;Grey-headed Lovebird;Aves;Psittaciformes
192;368;Agapornis fischeri;Fischer's Lovebird;Aves;Psittaciformes
193;369;Agapornis lilianae;Lilian's Lovebird;Aves;Psittaciformes
194;370;Agapornis nigrigenis;Black-cheeked Lovebird;Aves;Psittaciformes
195;371;Agapornis personatus;Yellow-collared Lovebird;Aves;Psittaciformes
196;372;Agapornis pullarius;Red-headed Lovebird;Aves;Psittaciformes
197;373;Agapornis roseicollis;Rosy-faced Lovebird;Aves;Psittaciformes
198;375;Agapornis taranta;Black-winged Lovebird;Aves;Psittaciformes
199;376;Agelaioides badius;Greyish Baywing;Aves;Passeriformes
200;377;Agelaioides fringillarius;Pale Baywing;Aves;Passeriformes
201;378;Oreopsar bolivianus;Bolivian Blackbird;Aves;Passeriformes
202;379;Agelaius assimilis;Red-shouldered Blackbird;Aves;Passeriformes
203;380;Agelaius humeralis;Tawny-shouldered Blackbird;Aves;Passeriformes
204;381;Agelaius phoeniceus;Red-winged Blackbird;Aves;Passeriformes
205;382;Agelaius tricolor;Tricolored Blackbird;Aves;Passeriformes
206;383;Agelaius xanthomus;Yellow-shouldered Blackbird;Aves;Passeriformes
207;386;Agelasticus cyanopus;Unicolored Blackbird;Aves;Passeriformes
208;387;Agelasticus thilius;Yellow-winged Blackbird;Aves;Passeriformes
209;388;Agelasticus xanthophthalmus;Pale-eyed Blackbird;Aves;Passeriformes
210;390;Aglaeactis aliciae;Purple-backed Sunbeam;Aves;Apodiformes
211;392;Aglaeactis cupripennis;Shining Sunbeam;Aves;Apodiformes
212;393;Aglaeactis pamela;Black-hooded Sunbeam;Aves;Apodiformes
213;395;Aglaiocercus coelestis;Violet-tailed Sylph;Aves;Apodiformes
214;396;Aglaiocercus kingii;Long-tailed Sylph;Aves;Apodiformes
215;402;Aglaothorax ovata;ovate shieldback;Insecta;Orthoptera
216;407;Agricola pallidus;Pale Flycatcher;Aves;Passeriformes
217;409;Agriornis albicauda;White-tailed Shrike-Tyrant;Aves;Passeriformes
218;410;Agriornis lividus;Great Shrike-Tyrant;Aves;Passeriformes
219;412;Agriornis montanus;Black-billed Shrike-Tyrant;Aves;Passeriformes
220;415;Agropsar philippensis;Chestnut-cheeked Starling;Aves;Passeriformes
221;416;Agropsar sturninus;Daurian Starling;Aves;Passeriformes
222;422;Ailuroedus crassirostris;Green Catbird;Aves;Passeriformes
223;423;Ailuroedus geislerorum;Tan-capped Catbird;Aves;Passeriformes
224;425;Ailuroedus maculosus;Spotted Catbird;Aves;Passeriformes
225;427;Ailuroedus melanotis;Black-eared Catbird;Aves;Passeriformes
226;432;Aimophila notosticta;Oaxaca Sparrow;Aves;Passeriformes
227;433;Aimophila rufescens;Rusty Sparrow;Aves;Passeriformes
228;434;Aimophila ruficeps;Rufous-crowned Sparrow;Aves;Passeriformes
229;436;Aix galericulata;Mandarin Duck;Aves;Anseriformes
230;437;Aix sponsa;Wood Duck;Aves;Anseriformes
231;440;Akletos goeldii;Goeldi's Antbird;Aves;Passeriformes
232;441;Akletos melanoceps;White-shouldered Antbird;Aves;Passeriformes
233;442;Alaemon alaudipes;Greater Hoopoe-Lark;Aves;Passeriformes
234;444;Alauda arvensis;Eurasian Skylark;Aves;Passeriformes
235;445;Alauda gulgula;Oriental Skylark;Aves;Passeriformes
236;446;Alauda leucoptera;White-winged Lark;Aves;Passeriformes
237;449;Alaudala cheleensis;Asian Short-toed Lark;Aves;Passeriformes
238;450;Alaudala heinei;Turkestan Short-toed Lark;Aves;Passeriformes
239;451;Alaudala rufescens;Mediterranean Short-toed Lark;Aves;Passeriformes
240;453;Alaudala raytal;Sand Lark;Aves;Passeriformes
241;454;Alaudala somalica;Somali Short-toed Lark;Aves;Passeriformes
242;459;Alca torda;Razorbill;Aves;Charadriiformes
243;460;Alcedo atthis;Common Kingfisher;Aves;Coraciiformes
244;461;Alcedo coerulescens;Cerulean Kingfisher;Aves;Coraciiformes
245;462;Alcedo euryzona;Javan Blue-banded Kingfisher;Aves;Coraciiformes
246;463;Alcedo peninsulae;Malaysian Blue-banded Kingfisher;Aves;Coraciiformes
247;465;Alcedo meninting;Blue-eared Kingfisher;Aves;Coraciiformes
248;466;Alcedo quadribrachys;Shining-blue Kingfisher;Aves;Coraciiformes
249;467;Alcedo semitorquata;Half-collared Kingfisher;Aves;Coraciiformes
250;468;Alces alces;Alces alces;Mammalia;Artiodactyla
251;470;Schoeniparus brunneus;Dusky Fulvetta;Aves;Passeriformes
252;471;Alcippe brunneicauda;Brown Fulvetta;Aves;Passeriformes
253;472;Schoeniparus castaneceps;Rufous-winged Fulvetta;Aves;Passeriformes
254;473;Schoeniparus cinereus;Yellow-throated Fulvetta;Aves;Passeriformes
255;474;Alcippe davidi;David's Fulvetta;Aves;Passeriformes
256;475;Schoeniparus dubius;Rusty-capped Fulvetta;Aves;Passeriformes
257;476;Alcippe fratercula;Yunnan Fulvetta;Aves;Passeriformes
258;477;Alcippe grotei;Black-browed Fulvetta;Aves;Passeriformes
259;478;Alcippe hueti;Huet's Fulvetta;Aves;Passeriformes
260;479;Schoeniparus klossi;Black-crowned Fulvetta;Aves;Passeriformes
261;480;Alcippe morrisonia;Grey-cheeked Fulvetta;Aves;Passeriformes
262;481;Alcippe nipalensis;Nepal Fulvetta;Aves;Passeriformes
263;482;Alcippe peracensis;Mountain Fulvetta;Aves;Passeriformes
264;483;Alcippe poioicephala;Brown-cheeked Fulvetta;Aves;Passeriformes
265;484;Alcippe pyrrhoptera;Javan Fulvetta;Aves;Passeriformes
266;485;Schoeniparus rufogularis;Rufous-throated Fulvetta;Aves;Passeriformes
267;487;Alcurus striatus;Striated Bulbul;Aves;Passeriformes
268;491;Aleadryas rufinucha;Rufous-naped Bellbird;Aves;Passeriformes
269;493;Alectoris barbara;Barbary Partridge;Aves;Galliformes
270;494;Alectoris chukar;Chukar Partridge;Aves;Galliformes
271;495;Alectoris graeca;Rock Partridge;Aves;Galliformes
272;496;Alectoris magna;Przevalski's Partridge;Aves;Galliformes
273;497;Alectoris melanocephala;Arabian Partridge;Aves;Galliformes
274;498;Alectoris philbyi;Philby's Partridge;Aves;Galliformes
275;499;Alectoris rufa;Red-legged Partridge;Aves;Galliformes
276;501;Alectroenas pulcherrimus;Seychelles Blue Pigeon;Aves;Columbiformes
277;503;Alectrurus risora;Strange-tailed Tyrant;Aves;Passeriformes
278;504;Alectrurus tricolor;Cock-tailed Tyrant;Aves;Passeriformes
279;505;Alectura lathami;Australian Brushturkey;Aves;Galliformes
280;506;Aleeta curvicosta;Aleeta curvicosta;Insecta;Hemiptera
281;507;Alethe castanea;Fire-crested Alethe;Aves;Passeriformes
282;508;Alethe diademata;White-tailed Alethe;Aves;Passeriformes
283;510;Alipiopsitta xanthops;Yellow-faced Parrot;Aves;Psittaciformes
284;512;Alisterus chloropterus;Papuan King Parrot;Aves;Psittaciformes
285;513;Alisterus scapularis;Australian King Parrot;Aves;Psittaciformes
286;514;Alle alle;Little Auk;Aves;Charadriiformes
287;515;Allenia fusca;Scaly-breasted Thrasher;Aves;Passeriformes
288;523;Allobates femoralis;Allobates femoralis;Amphibia;Anura
289;532;Allobates talamancae;Allobates talamancae;Amphibia;Anura
290;538;Allonemobius allardi;Allard's ground cricket;Insecta;Orthoptera
291;539;Allonemobius fasciatus;Striped Ground Cricket;Insecta;Orthoptera
292;547;Allonemobius tinnulus;tinkling ground cricket;Insecta;Orthoptera
293;554;Alophoixus tephrogenys;Grey-cheeked Bulbul;Aves;Passeriformes
294;555;Iole finschii;Finsch's Bulbul;Aves;Passeriformes
295;557;Alophoixus flaveolus;White-throated Bulbul;Aves;Passeriformes
296;558;Alophoixus frater;Palawan Bulbul;Aves;Passeriformes
297;559;Alophoixus ochraceus;Ochraceous Bulbul;Aves;Passeriformes
298;560;Alophoixus ruficrissus;Penan Bulbul;Aves;Passeriformes
299;561;Alophoixus pallidus;Puff-throated Bulbul;Aves;Passeriformes
300;562;Alophoixus phaeocephalus;Yellow-bellied Bulbul;Aves;Passeriformes
301;563;Alopochelidon fucata;Tawny-headed Swallow;Aves;Passeriformes
302;564;Alopochen aegyptiaca;Egyptian Goose;Aves;Anseriformes
303;565;Alouatta belzebul;red-handed howler monkey;Mammalia;Primates
304;566;Alouatta caraya;black howler monkey;Mammalia;Primates
305;568;Alouatta guariba;brown howler monkey;Mammalia;Primates
306;569;Alouatta macconnelli;Guyanan red howler;Mammalia;Primates
307;570;Alouatta palliata;mantled howler monkey;Mammalia;Primates
308;571;Alouatta pigra;Mexican black howler monkey;Mammalia;Primates
309;573;Alouatta seniculus;red howler monkey;Mammalia;Primates
310;581;Alytes cisternasii;Alytes cisternasii;Amphibia;Anura
311;584;Alytes obstetricans;Alytes obstetricans;Amphibia;Anura
312;585;Amadina erythrocephala;Red-headed Finch;Aves;Passeriformes
313;586;Amadina fasciata;Cut-throat Finch;Aves;Passeriformes
314;587;Amalocichla incerta;Lesser Ground Robin;Aves;Passeriformes
315;589;Amandava amandava;Red Avadavat;Aves;Passeriformes
316;590;Amandava formosa;Green Avadavat;Aves;Passeriformes
317;591;Amandava subflava;Orange-breasted Waxbill;Aves;Passeriformes
318;593;Amaurolimnas concolor;Uniform Crake;Aves;Gruiformes
319;594;Zapornia akool;Brown Crake;Aves;Gruiformes
320;595;Zapornia flavirostra;Black Crake;Aves;Gruiformes
321;597;Amaurornis isabellina;Isabelline Bush-hen;Aves;Gruiformes
322;599;Amaurornis moluccana;Pale-vented Bush-hen;Aves;Gruiformes
323;600;Amaurornis olivacea;Plain Bush-hen;Aves;Gruiformes
324;601;Zapornia olivieri;Sakalava Rail;Aves;Gruiformes
325;602;Amaurornis phoenicurus;White-breasted Waterhen;Aves;Gruiformes
326;603;Amaurospiza aequatorialis;Ecuadorian Seedeater;Aves;Passeriformes
327;605;Amaurospiza concolor;Blue Seedeater;Aves;Passeriformes
328;606;Amaurospiza moesta;Blackish-blue Seedeater;Aves;Passeriformes
329;607;Amazilis amazilia;Amazilia Hummingbird;Aves;Apodiformes
330;609;Chrysuronia boucardi;Mangrove Hummingbird;Aves;Apodiformes
331;610;Amazilia luciae;Honduran Emerald;Aves;Apodiformes
332;611;Amazilia rutila;Cinnamon Hummingbird;Aves;Apodiformes
333;612;Amazilia tzacatl;Rufous-tailed Hummingbird;Aves;Apodiformes
334;613;Amazilia yucatanensis;Buff-bellied Hummingbird;Aves;Apodiformes
335;614;Amazona aestiva;Turquoise-fronted Amazon;Aves;Psittaciformes
336;615;Amazona agilis;Black-billed Amazon;Aves;Psittaciformes
337;616;Amazona albifrons;White-fronted Amazon;Aves;Psittaciformes
338;617;Amazona amazonica;Orange-winged Amazon;Aves;Psittaciformes
339;618;Amazona arausiaca;Red-necked Amazon;Aves;Psittaciformes
340;619;Amazona auropalliata;Yellow-naped Amazon;Aves;Psittaciformes
341;620;Amazona autumnalis;Red-lored Amazon;Aves;Psittaciformes
342;622;Amazona barbadensis;Yellow-shouldered Amazon;Aves;Psittaciformes
343;623;Amazona brasiliensis;Red-tailed Amazon;Aves;Psittaciformes
344;624;Amazona collaria;Yellow-billed Amazon;Aves;Psittaciformes
345;625;Amazona dufresniana;Blue-cheeked Amazon;Aves;Psittaciformes
346;626;Amazona farinosa;Mealy Amazon;Aves;Psittaciformes
347;628;Amazona festiva;Festive Amazon;Aves;Psittaciformes
348;629;Amazona finschi;Lilac-crowned Amazon;Aves;Psittaciformes
349;630;Amazona guildingii;St. Vincent Amazon;Aves;Psittaciformes
350;631;Amazona imperialis;Imperial Amazon;Aves;Psittaciformes
351;632;Amazona kawalli;Kawall's Amazon;Aves;Psittaciformes
352;633;Amazona leucocephala;Cuban Amazon;Aves;Psittaciformes
353;634;Amazona mercenarius;Scaly-naped Amazon;Aves;Psittaciformes
354;635;Amazona ochrocephala;Yellow-crowned Amazon;Aves;Psittaciformes
355;636;Amazona oratrix;Yellow-headed Amazon;Aves;Psittaciformes
356;637;Amazona pretrei;Red-spectacled Amazon;Aves;Psittaciformes
357;638;Amazona rhodocorytha;Red-browed Amazon;Aves;Psittaciformes
358;640;Amazona tucumana;Tucuman Amazon;Aves;Psittaciformes
359;641;Amazona ventralis;Hispaniolan Amazon;Aves;Psittaciformes
360;642;Amazona versicolor;St. Lucia Amazon;Aves;Psittaciformes
361;643;Amazona vinacea;Vinaceous-breasted Amazon;Aves;Psittaciformes
362;644;Amazona viridigenalis;Red-crowned Amazon;Aves;Psittaciformes
363;645;Amazona vittata;Puerto Rican Amazon;Aves;Psittaciformes
364;646;Amazona xantholora;Yucatan Amazon;Aves;Psittaciformes
365;647;Amazonetta brasiliensis;Brazilian Teal;Aves;Anseriformes
366;652;Amblycercus holosericeus;Yellow-billed Cacique;Aves;Passeriformes
367;658;Amblycorypha floridana;Florida false katydid;Insecta;Orthoptera
368;662;Amblycorypha oblongifolia;Oblong-winged Katydid;Insecta;Orthoptera
369;665;Amblycorypha rotundifolia;rattler round-winged katydid;Insecta;Orthoptera
370;670;Amblyornis inornata;Vogelkop Bowerbird;Aves;Passeriformes
371;671;Amblyornis macgregoriae;MacGregor's Bowerbird;Aves;Passeriformes
372;674;Amblyospiza albifrons;Thick-billed Weaver;Aves;Passeriformes
373;675;Amblyramphus holosericeus;Scarlet-headed Blackbird;Aves;Passeriformes
374;691;Ameerega trivittata;Ameerega trivittata;Amphibia;Anura
375;698;Amietia delalandii;Amietia delalandii;Amphibia;Anura
376;699;Amietia fuscigula;Amietia fuscigula;Amphibia;Anura
377;700;Amietia poyntoni;Amietia poyntoni;Amphibia;Anura
